Date,Location,Team,GF,GA,GF%,GA%,Sh%,Sv%,PP%,PK%,Class
43776,Away,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Loss
43777,Home,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43777,Away,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Loss
43777,Home,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Loss
43777,Away,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Win
43777,Home,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Win
43777,Away,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Loss
43777,Away,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Win
43778,Home,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Loss
43778,Away,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Win
43779,Home,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Loss
43779,Away,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Win
43779,Home,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Win
43779,Away,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Loss
43779,Home,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Win
43779,Home,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43779,Away,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Loss
43779,Home,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Win
43779,Away,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Loss
43783,Home,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Win
43783,Away,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Loss
43784,Home,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Loss
43784,Away,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Win
43784,Home,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Loss
43784,Away,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Win
43784,Home,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Win
43784,Away,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Loss
43784,Home,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Loss
43784,Away,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43784,Away,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Win
43785,Home,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Loss
43785,Away,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Win
43785,Home,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Loss
43785,Away,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43786,Home,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Win
43786,Home,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Loss
43786,Away,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Win
43786,Home,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Loss
43786,Away,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Win
43786,Home,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Win
43786,Away,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Loss
43789,Home,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Win
43789,Away,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Loss
43790,Home,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Loss
43790,Away,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43790,Home,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Win
43790,Away,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Loss
43791,Home,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Win
43791,Away,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Loss
43791,Home,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Loss
43791,Away,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Win
43791,Home,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Win
43791,Away,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Loss
43791,Home,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Win
43791,Away,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Loss
43791,Away,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43792,Home,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Win
43792,Away,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Loss
43793,Home,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Win
43793,Home,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Win
43793,Away,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Loss
43793,Home,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Loss
43793,Away,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43793,Home,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Loss
43793,Away,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Win
43797,Home,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Win
43797,Away,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Loss
43798,Home,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Loss
43798,Away,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Win
43798,Home,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Loss
43798,Away,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Win
43798,Home,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Win
43798,Away,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Loss
43798,Home,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Win
43798,Home,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Loss
43798,Away,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Win
43800,Home,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Win
43800,Away,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Loss
43800,Home,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Loss
43800,Away,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Win
43800,Home,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Win
43800,Away,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Loss
43800,Home,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Win
43800,Away,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Loss
43804,Home,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Loss
43804,Away,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Win
43804,Home,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Win
43804,Away,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Loss
43805,Home,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Loss
43805,Away,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Win
43805,Home,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Win
43805,Home,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Win
43805,Away,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Loss
43805,Home,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Win
43805,Away,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Loss
43805,Home,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Win
43805,Away,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Loss
43805,Home,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Win
43805,Away,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Loss
43806,Home,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Loss
43806,Away,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Win
43807,Home,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Loss
43807,Away,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43807,Home,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Loss
43807,Away,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Win
43811,Home,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Win
43812,Home,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Loss
43812,Away,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Win
43812,Home,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Loss
43812,Away,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Win
43812,Home,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Win
43812,Away,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Loss
43812,Home,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Loss
43812,Away,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Win
43812,Away,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Win
43813,Home,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Loss
43813,Away,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Win
43814,Home,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Win
43814,Away,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Loss
43814,Home,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Loss
43814,Away,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Win
43814,Home,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Loss
43814,Away,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Win
43814,Away,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Win
43814,Home,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Win
43814,Away,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Loss
43818,Home,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Win
43818,Away,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Loss
43819,Home,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Loss
43819,Away,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Win
43819,Home,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Win
43819,Away,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Loss
43819,Home,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Loss
43819,Away,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Win
43819,Home,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Win
43819,Away,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Loss
43819,Home,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Loss
43819,Home,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Loss
43819,Away,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Win
43820,Home,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Win
43820,Away,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Loss
43820,Home,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Win
43820,Away,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Loss
43821,Away,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Win
43821,Home,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Win
43821,Away,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Loss
43833,Home,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Loss
43833,Away,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Win
43833,Home,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Win
43833,Away,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Loss
43833,Home,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Win
43833,Away,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Loss
43833,Away,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Loss
43834,Home,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Win
43834,Away,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Loss
43835,Home,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Win
43835,Away,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Loss
43835,Home,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Win
43835,Away,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Loss
43835,Home,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Win
43835,Home,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Loss
43835,Away,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Win
43835,Home,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Win
43835,Away,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Loss
43839,Home,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Win
43839,Away,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Loss
43840,Home,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Loss
43840,Away,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Win
43840,Home,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Loss
43840,Away,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43840,Home,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Win
43845,Home,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Win
43845,Away,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Loss
43845,Away,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43846,Home,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Win
43846,Away,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Loss
43847,Home,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Win
43847,Away,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Loss
43847,Home,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Win
43847,Away,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Loss
43847,Home,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Loss
43847,Away,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Win
43849,Home,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Win
43849,Away,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Loss
43849,Home,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Win
43849,Away,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Loss
43849,Home,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Loss
43849,Home,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43849,Away,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Loss
43854,Home,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43854,Away,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Loss
43854,Home,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Loss
43854,Home,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Loss
43854,Away,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Win
43854,Home,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Loss
43854,Away,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Win
43854,Home,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Loss
43854,Away,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Win
43856,Home,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Loss
43856,Away,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Win
43856,Home,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Win
43856,Away,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Loss
43856,Home,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43856,Home,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Win
43856,Away,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Loss
43860,Home,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Win
43860,Away,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Loss
43860,Home,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Win
43860,Away,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Loss
43861,Home,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Loss
43861,Away,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Win
43861,Home,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Loss
43861,Away,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Win
43861,Home,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Win
43861,Away,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Loss
43861,Home,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Loss
43861,Away,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43861,Away,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Win
43862,Home,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Win
43862,Home,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Loss
43862,Away,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Win
43863,Home,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Loss
43863,Away,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Win
43863,Home,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Loss
43863,Away,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43863,Home,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Win
43863,Away,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Loss
43863,Home,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Win
43863,Away,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Loss
43864,Home,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Loss
43864,Away,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Win
43865,Home,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Win
43865,Away,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Loss
43866,Home,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Win
43866,Away,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Loss
43869,Home,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Loss
43869,Away,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43870,Home,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Win
43870,Away,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Loss
43870,Home,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Win
43870,Away,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Loss
43870,Home,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Win
43870,Away,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Loss
43870,Away,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Win
43870,Home,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Win
43870,Away,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Loss
43873,Home,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Loss
43873,Away,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Win
43874,Home,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Loss
43874,Away,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Win
43874,Home,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Win
43874,Away,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Loss
43875,Home,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Win
43875,Away,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Loss
43875,Home,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43875,Away,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Loss
43875,Home,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Win
43875,Away,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Loss
43875,Away,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Loss
43876,Home,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Loss
43876,Away,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Win
43877,Home,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Loss
43877,Away,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43877,Home,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Win
43877,Away,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Loss
43877,Home,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Win
43877,Home,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Win
43877,Away,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Loss
43881,Home,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Loss
43881,Away,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Win
43881,Home,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Win
43881,Away,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Loss
43882,Home,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Win
43882,Away,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Loss
43882,Home,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Win
43882,Away,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Loss
43882,Home,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43882,Away,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Loss
43882,Home,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Win
43882,Away,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Loss
43882,Away,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Win
43883,Home,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Loss
43883,Away,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Win
43884,Home,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Win
43884,Away,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Loss
43884,Home,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Loss
43884,Away,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Win
43884,Home,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43884,Away,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Loss
43886,Home,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Loss
43886,Away,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Win
43886,Away,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43887,Home,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Loss
43887,Away,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Win
43888,Home,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Loss
43888,Away,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Win
43889,Home,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43889,Away,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Loss
43889,Home,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Win
43889,Away,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Loss
43889,Away,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Win
43889,Home,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Loss
43889,Away,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Win
43890,Home,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Win
43890,Away,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Loss
43891,Home,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Win
43891,Away,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Loss
43891,Home,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Win
43891,Away,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Loss
43891,Home,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Win
43891,Home,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Win
43891,Away,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Loss
43891,Home,MTE,171,234,3.56,4.88,31.88,37.17,19.42,73.55,Loss
43891,Away,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Win
43892,Home,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Loss
43892,Away,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Win
43892,Home,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Win
43892,Away,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Loss
43895,Home,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Win
43895,Away,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Loss
43896,Home,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Loss
43896,Away,VAL,235,135,4.9,2.81,39.52,30.21,23.51,81.3,Win
43896,Home,LON,274,117,5.71,2.44,41.35,25.96,29.35,84.41,Loss
43896,Away,STJ,233,143,4.85,2.98,38.83,29.83,25.72,78.61,Win
43896,Home,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Win
43896,Away,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Loss
43896,Home,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Loss
43896,Away,PRI,282,206,5.88,4.29,40.98,35.79,34.09,86.07,Win
43896,Away,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Win
43897,Home,GRA,212,251,4.42,5.23,33.56,39.31,24.65,75,Win
43897,Away,CHA,185,254,3.85,5.29,35.35,36.4,18.41,77.08,Loss
43898,Home,CDS,211,182,4.4,3.79,39.94,34.19,22.73,76.88,Win
43898,Away,TER,246,161,5.13,3.35,40.65,31.13,26.37,82.08,Loss
43898,Home,GAT,153,260,3.19,5.42,34.77,46.23,12.06,74.24,Loss
43898,Away,WIS,158,281,3.29,5.85,31.54,44.31,18.6,73.5,Win
